診療項目代碼,健保支付點數,開始日期,結束日期,英文項目名稱,中文項目名稱,附註
8O,0000100,20140901,29101231,,一、施作牙位：36二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
8P,0000100,20140901,29101231,,一、施作牙位：46二、服務項目1.恆牙第一大臼齒窩溝封填評估或脫落補施作2.一般口腔檢查、口腔保健衛教指導三、補助對象第二次評估檢查（同一牙位窩溝封填施作間隔12個月(含)以上，且與第一次評估檢查間隔6個月(含)以上）,103年7月29日衛生福利部國民健康署國健婦字第10304015541號公告自103年9月1日起生效國小學童臼齒窩溝封填補助服務方案
90001C,0001010,20150101,29101231,Endodontics,恆牙根管治療（單根）,1.本項費用包括Ｘ光費用、局部麻醉、斷髓治療、根管沖洗、換藥、擴大及根管充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加90015C專案申報；如未完成，改以90015C申報。(期間限申報一次診療費)3.申報費用時，需附治療前與治療後Ｘ光片以為審核；全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象無法配合照射X光片不在此限。4.六十天之同一牙位重新治療為同一療程。5.如同牙位九十天內重覆申報90001C、90002C、90003C、90019C、90020C者，則以支付點數最高者申報。
90002C,0002010,20150101,29101231,Endodontics,恆牙根管治療（雙根）,1.本項費用包括Ｘ光費用、局部麻醉、斷髓治療、根管沖洗、換藥、擴大及根管充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加90015C專案申報；如未完成，改以90015C申報。(期間限申報一次診療費)3.申報費用時，需附治療前與治療後Ｘ光片以為審核；全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象無法配合照射X光片不在此限。4.六十天之同一牙位重新治療為同一療程。5.如同牙位九十天內重覆申報90001C、90002C、90003C、90019C、90020C者，則以支付點數最高者申報。
90003C,0003010,20150101,29101231,Endodontics,恆牙根管治療（三根以上）,1.本項費用包括Ｘ光費用、局部麻醉、斷髓治療、根管沖洗、換藥、擴大及根管充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加90015C專案申報；如未完成，改以90015C申報。(期間限申報一次診療費)3.申報費用時，需附治療前與治療後Ｘ光片以為審核；全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象無法配合照射X光片不在此限。4.六十天之同一牙位重新治療為同一療程。5.如同牙位九十天內重覆申報90001C、90002C、90003C、90019C、90020C者，則以支付點數最高者申報。
90004C,0000150,20170301,29101231,Endodontic emergency treatment,齒內治療緊急處理,1.需記載具體處置內容。2.此項不得申請轉診加成。
90005C,0000800,20170301,29101231,Primary tooth pulpotomy,乳牙斷髓處理,1.需附治療前Ｘ光片以為審核(Ｘ光片費用已內含)。2.六十天內，不得再申報90015C。3.麻醉費用內含。
90006C,0000240,20170301,29101231,Removal of s-p crown,去除縫成牙冠,1.申報費用時，需附治療前Ｘ光片及治療後Ｘ光片或相片(規格需為3*5吋以上且可清晰判讀)以為審核（Ｘ光片或相片費用已內含），合併拔牙的切除牙橋處置，可免附術後X光片。2.此項不得申請轉診加成。
90007C,0000500,20170301,29101231,Removal of casting crown,去除鑄造牙冠,1.需附治療前Ｘ光片及治療後Ｘ光片或相片(規格需為3*5吋以上且可清晰判讀)以為審核（Ｘ光片或相片費用已內含），合併拔牙的切除牙橋處置，可免附術後X光片或相片。2.申報 90007C 後不得另行申報OD。(覆髓除外)。3.此項不得申請轉診加成。
90008C,0001000,20140201,29101231,Removal of post,去除釘柱,申報費用時，需附治療前與治療後Ｘ光片以為審核(X光片費用已內含)。
90010C,0000900,20140201,29101231,Retrograde filling,根尖逆充填術,以根管數計算，需檢附術後Ｘ光片（Ｘ光片費用已內含）
90011C,0001000,20140201,29101231,Replantation,牙齒再植術,不包括根管治療，需檢附術前及術後Ｘ光片以為審核（Ｘ光片費用已內含）
90012C,0000150,20170301,29101231,Rubber dam appliance,橡皮障防濕裝置,註：1.銀粉、複合樹脂、玻璃離子體及複合體充填時，橡皮障防濕裝置視病情需要使用。2.使用橡皮障防濕裝置時，需檢附Ｘ光片或相片(規格需為3*5吋以上且可清晰判讀)佐證。（X光片或相片費用已內含）。
90013C,0000500,20110401,29101231,Apexification or Apexogenesis-anterior teeth,根尖成形術或根尖生成術-前牙,1.限開根尖式根管者(open apex)。2.處置完成（根尖成形）後需檢附術前、術後Ｘ光片（術後X光片費用另計）申報，處置完成前之追蹤檢查，每三個月可視需要申報診察費及Ｘ光費用。
90014C,0001000,20110401,29101231,Apexification or Apexogenesis-posterior teeth,根尖成形術或根尖生成術-後牙,1.限開根尖式根管者(open apex)。2.處置完成（根尖成形）後需檢附術前、術後Ｘ光片（術後X光片費用另計）申報，處置完成前之追蹤檢查，每三個月可視需要申報診察費及Ｘ光費用。
90015C,0000600,20170301,29101231,Canal enlarge & debridement,根管開擴及清創,註：1.單獨申報此費用時，需檢附未完成充填前Ｘ光片以為審核。全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象不在此限。2.已申報斷髓處理，60天內不得再申報此項費用。3. 六十天內不得重覆申報。4.本項目Ｘ光片費用已內含。5.麻醉費用內含。
90016C,0001010,20150101,29101231,Milk tooth pulpectomy,乳牙根管治療,1.本項費用包括Ｘ光費用、局部麻醉、拔髓治療、根管沖洗、換藥、擴大及充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加90015C專案申報(如已申報90005C，六十天內不得再併加90015C申報)；如未完成，改以90015C申報。(期間限申報一次診療費)3.申報費用時，需附治療前與治療後Ｘ光片以為審核。全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象，如情況特殊無法配合，得不在此限，但應於病歷詳細記錄原因。4.90天內不得重複申報。
90017C,0000600,20150101,29101231,tooth pulpotomy,恆牙斷髓處理,註：限全民健康保險牙醫門診總額特殊醫療服務計畫適用對象之牙醫醫療服務申報。
90018C,0001410,20150101,29101231,Milk tooth pulpectomy,乳牙多根管治療,註：1.本項費用包括Ｘ光費用、局部麻醉、拔髓治療、根管沖洗、換藥、擴大及充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加 90015C專案申報（如已申報90005C，六十天內不得再併加90015C申報）；如未完成，改以90015C申報。（期間限申報一次診療費）3.申報費用時，需附治療前與治療後Ｘ光片以為審核。全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象，如情況特殊無法配合，得不在此限，但應於病歷詳細記錄原因。4.九十天內不得重複申報。
90019C,0004010,20150101,29101231,Endodontics,恆牙根管治療（四根）,1.本項費用包括Ｘ光費用、局部麻醉、斷髓治療、根管沖洗、換藥、擴大及根管充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加90015C專案申報；如未完成，改以90015C申報。(期間限申報一次診療費)3.申報費用時，需附治療前與治療後Ｘ光片以為審核；全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象無法配合照射X光片不在此限。4.六十天之同一牙位重新治療為同一療程。5.如同牙位九十天內重覆申報90001C、90002C、90003C、90019C、90020C者，則以支付點數最高者申報。
90020C,0005010,20150101,29101231,Endodontics,恆牙根管治療（五根以上）,1.本項費用包括Ｘ光費用、局部麻醉、斷髓治療、根管沖洗、換藥、擴大及根管充填等各有關治療項目費用在內。2.本項目於全部治療過程完畢併加90015C專案申報；如未完成，改以90015C申報。(期間限申報一次診療費)3.申報費用時，需附治療前與治療後Ｘ光片以為審核；全民健康保險牙醫門診總額特殊醫療服務計畫之適用對象無法配合照射X光片不在此限。4.六十天之同一牙位重新治療為同一療程。5.如同牙位九十天內重覆申報90001C、90002C、90003C、90019C、90020C者，則以支付點數最高者申報。
90021C,0000300,20150101,29101231,Protective physical restraint for the handicapped,特殊狀況—保護性肢體制約,註：1.治療時需使用束縛帶於身心障礙者的四肢以防止躁動。2.限全民健康保險牙醫門診總額特殊醫療服務計畫重度以上適用對象之牙醫醫療服務申報。3.須檢附病患或監護人同意書及接受治療患者使用束縛帶的診療照片乙張。
90088C,0000200,20170301,29101231,,根管治療轉出醫療院所之轉診費用,1.交付病人牙醫醫療院所轉診單，且病歷應記載。2.提供病人或家屬相關諮詢及轉出病歷摘要(不包含X光片)。3.此項不得申請轉診加成。
90091C,0001000,20140201,29101231,Difficult case special treatment-C-Shaped,難症特別處理-大臼齒(C－Shaped)根管,上列支付項目90091C-90098C申報說明如下列：註：1. 90091C-90094C須檢附術前或術後舉證之X光片，其餘需附診斷、測量長度及充填完成之Ｘ光片（Ｘ光片費用已內含）。2.GP過度充填(over filling)不得申報90095C~90098C。
90092C,0001000,20140201,29101231,Difficult case special treatment,難症特別處理－有額外根管者(1)前牙及下顎小臼齒有超過一根管者。(2)上顎小臼齒有超過二根管者。(3)大臼齒有超過三根管者。(4)以實際超過根管數計算。,上列支付項目90091C-90098C申報說明如下列：註：1. 90091C-90094C須檢附術前或術後舉證之X光片，其餘需附診斷、測量長度及充填完成之Ｘ光片（Ｘ光片費用已內含）。2.GP過度充填(over filling)不得申報90095C~90098C。
90093C,0001000,20140201,29101231,Difficult case special treatment,難症特別處理-根管特別彎曲、根管鈣化，器械斷折（非同一醫療院所)，以根管數計算,上列支付項目90091C-90098C申報說明如下列：註：1. 90091C-90094C須檢附術前或術後舉證之X光片，其餘需附診斷、測量長度及充填完成之Ｘ光片（Ｘ光片費用已內含）。2.GP過度充填(over filling)不得申報90095C~90098C。
90094C,0001500,20170301,29101231,Difficult case special treatment,難症特別處理-根管重新治療在Ｘ光片上root canal內顯現出radioopaque等有obstruction之根管等個案，以根管數計算,上列支付項目90091C-90098C申報說明如下列：註：1. 90091C-90094C須檢附術前或術後舉證之X光片，其餘需附診斷、測量長度及充填完成之Ｘ光片（Ｘ光片費用已內含）。2.GP過度充填(over filling)不得申報90095C~90098C。
90095C,0001600,20170301,29101231,Difficult case special treatment,難症特別處理-符合附表3.3.1標準之多根管根管治療。(雙根管),上列支付項目90091C-90098C申報說明如下列：註：1. 90091C-90094C須檢附術前或術後舉證之X光片，其餘需附診斷、測量長度及充填完成之Ｘ光片（Ｘ光片費用已內含）。2.GP過度充填(over filling)不得申報90095C~90098C。
